"PROVRE","EDAD_r","DEPRE","ndef"
2,44,5,5.56166521716603
2,44,15,4.44686580334827
2,44,14,3.33514935251121
2,44,11,3.33514935251121
2,44,8,6.67029870502241
2,44,13,5.55858225418534
2,44,12,4.44686580334827
2,44,4,5.56123932027243
2,45,8,7.08782037500673
2,45,2,3.54391018750337
2,45,9,7.0913928651151
2,45,3,3.54391018750337
2,45,1,9.45507567979255
2,45,10,3.54391018750337
2,45,6,2.36260679166891
2,45,4,9.45494457927922
2,45,11,9.45042716667564
2,45,5,4.72783433407733
2,45,7,12.994337354179
2,45,12,7.08782037500673
2,45,15,5.90651697917228
2,45,14,4.72521358333782
2,45,13,2.36260679166891
2,46,5,5.73670983945286
2,46,9,9.17827156652734
2,46,2,4.58682387606807
2,46,3,6.88023581410211
2,46,12,4.58682387606807
2,46,1,4.58908006095547
2,46,11,3.44011790705105
2,46,8,13.7604716282042
2,46,15,8.02694178311913
2,46,10,4.58682387606807
2,46,6,2.29341193803404
2,46,14,3.44011790705105
2,46,7,5.73352984508509
2,46,13,3.44011790705105
2,46,4,8.03077875337875
2,47,7,12.9261048912643
2,47,15,10.5759040019436
2,47,6,2.35020088932079
2,47,13,1.1751004446604
2,47,10,7.05060266796237
2,47,4,3.52698646846206
2,47,11,4.70040177864158
2,47,12,1.1751004446604
2,47,2,1.1751004446604
2,47,1,5.87839228834049
2,47,14,5.87550222330198
2,47,9,8.22984913233679
2,47,3,5.87550222330198
2,47,8,10.5759040019436
2,47,5,8.23026534396643
2,48,5,4.52272026087511
2,48,1,5.65304578738093
2,48,14,7.91037311703226
2,48,6,7.91037311703226
2,48,3,9.04042641946544
2,48,12,3.39015990729954
2,48,13,4.52021320973272
2,48,4,7.91415436613218
2,48,11,12.430586326765
2,48,2,2.26010660486636
2,48,10,7.91037311703226
2,48,15,6.78031981459908
2,48,7,9.04042641946544
2,48,9,7.91436020025657
2,48,8,10.1704797218986
2,49,4,14.0748422016664
2,49,8,8.20640186340195
2,49,5,4.69197336552638
2,49,12,5.86171561671568
2,49,15,12.8957743567745
2,49,7,9.37874498674509
2,49,11,5.86171561671568
2,49,13,8.20640186340195
2,49,2,4.68937249337254
2,49,10,5.86171561671568
2,49,1,10.5562780206195
2,49,6,8.20640186340195
2,49,14,2.34468624668627
2,49,3,8.20640186340195
2,49,9,9.38347217675857
2,50,2,9.11514075193397
2,50,12,10.2545333459257
2,50,3,5.69696296995873
2,50,15,10.2545333459257
2,50,10,11.3939259399175
2,50,6,4.55757037596698
2,50,7,17.0908889098762
2,50,9,9.11973507690974
2,50,14,4.55757037596698
2,50,1,9.11962434305641
2,50,4,9.1194978937848
2,50,13,5.69696296995873
2,50,8,13.6727111279009
2,50,5,11.4002453663955
2,50,11,3.41817778197524
2,51,8,10.8091198245755
2,51,11,4.32364792983021
2,51,5,4.32604595974137
2,51,13,14.0518557719482
2,51,10,7.56638387720287
2,51,4,12.9771440494282
2,51,9,11.8960247666132
2,51,3,8.64729585966042
2,51,7,8.64729585966042
2,51,12,11.8900318070331
2,51,15,9.72820784211797
2,51,14,15.1327677544057
2,51,2,2.1618239649151
2,51,6,7.56638387720287
2,51,1,9.73299299108114
2,52,14,7.97362227774066
2,52,10,13.6690667618411
2,52,4,20.5134010988529
2,52,12,11.3908889682009
2,52,8,14.8081556586612
2,52,7,11.3908889682009
2,52,9,15.9552824811645
2,52,15,10.2518000713809
2,52,1,15.9550887485731
2,52,5,11.3972067102798
2,52,11,14.8081556586612
2,52,2,7.97362227774066
2,52,13,10.2518000713809
2,52,6,7.97362227774066
2,52,3,19.3645112459416
2,53,11,4.73438627093382
2,53,13,14.2031588128015
2,53,15,8.28517597413419
2,53,3,14.2031588128015
2,53,14,14.2031588128015
2,53,4,17.7624351070707
2,53,7,15.3867553805349
2,53,9,9.47354510867302
2,53,6,14.2031588128015
2,53,5,10.6582772455465
2,53,1,11.8417875984744
2,53,12,10.6523691096011
2,53,8,15.3867553805349
2,53,2,11.8359656773346
2,53,10,11.8359656773346
2,54,13,9.39948470481251
2,54,5,8.2291107080125
2,54,1,10.5796216801708
2,54,15,16.4490982334219
2,54,11,18.798969409625
2,54,8,10.5744202929141
2,54,7,19.9739049977266
2,54,6,7.04961352860938
2,54,4,24.6854416366291
2,54,10,9.39948470481251
2,54,14,14.0992270572188
2,54,2,3.52480676430469
2,54,9,5.87763896769558
2,54,12,10.5744202929141
2,54,3,16.4490982334219
2,55,2,10.2193029521973
2,55,9,17.0407563509002
2,55,11,19.3031277985949
2,55,1,17.0405494382434
2,55,12,13.6257372695964
2,55,15,14.7612153753961
2,55,6,18.1676496927952
2,55,4,15.904292283051
2,55,13,11.354781057997
2,55,5,21.5860496696564
2,55,7,21.5740840101943
2,55,14,13.6257372695964
2,55,10,9.08382484639759
2,55,3,13.6257372695964
2,55,8,15.8966934811958
2,56,2,6.51596819334348
2,56,3,20.633899278921
2,56,7,18.4619098811399
2,56,8,13.031936386687
2,56,12,10.8599469889058
2,56,5,13.039164304816
2,56,9,14.1250469782618
2,56,6,13.031936386687
2,56,13,14.1179310855775
2,56,1,24.9901642909489
2,56,11,19.5479045800305
2,56,10,11.9459416877964
2,56,15,15.2039257844681
2,56,4,26.0763316035715
2,56,14,15.2039257844681
2,57,12,10.8599647193294
2,57,6,11.9459611912623
2,57,14,15.2039506070611
2,57,15,19.5479364947928
2,57,10,14.1179541351282
2,57,8,23.8919223825246
2,57,9,19.5577892853648
2,57,7,10.8599647193294
2,57,13,18.4619400228599
2,57,5,15.212383191979
2,57,2,8.68797177546349
2,57,1,13.0383678735559
2,57,4,19.5572806326967
2,57,11,17.375943550927
2,57,3,18.4619400228599
2,58,12,17.6500763353366
2,58,2,12.1344274805439
2,58,10,11.0312977095854
2,58,5,18.7636072189442
2,58,11,22.0625954191707
2,58,3,17.6500763353366
2,58,7,22.0625954191707
2,58,1,28.6954819514861
2,58,6,13.2375572515024
2,58,4,20.9694845132448
2,58,8,13.2375572515024
2,58,15,18.7532061062951
2,58,9,19.8663441110627
2,58,13,12.1344274805439
2,58,14,17.6500763353366
2,59,6,14.0116186374721
2,59,8,12.8439837510161
2,59,5,12.8511074247548
2,59,13,11.6763488645601
2,59,3,24.5203326155761
2,59,14,23.3526977291201
2,59,4,23.3638605865432
2,59,1,17.5231384091356
2,59,2,12.8439837510161
2,59,10,15.1792535239281
2,59,11,14.0116186374721
2,59,15,17.5145232968401
2,59,9,14.0186809452531
2,59,12,21.0174279562081
2,59,7,22.1850628426641
2,60,4,22.2354765708295
2,60,11,18.8911249107735
2,60,2,16.6686396271531
2,60,8,22.2248528362041
2,60,9,25.571463110809
2,60,6,17.7798822689633
2,60,5,21.1253204607247
2,60,3,22.2248528362041
2,60,14,24.4473381198246
2,60,10,16.6686396271531
2,60,15,23.3360954780144
2,60,12,21.1136101943939
2,60,7,25.5585807616348
2,60,1,21.1239956396445
2,60,13,21.1136101943939
2,61,8,29.3020120135672
2,61,11,23.6670097032658
2,61,9,33.8270551994403
2,61,7,30.4290124756275
2,61,15,28.1750115515069
2,61,12,19.1590078550247
2,61,4,18.0406268993664
2,61,3,20.286008317085
2,61,5,19.1696340379726
2,61,10,12.397005082663
2,61,6,23.6670097032658
2,61,1,25.9337607555848
2,61,13,14.6510060067836
2,61,2,14.6510060067836
2,61,14,15.7780064688439
2,62,1,23.3396803400132
2,62,12,24.4390725028663
2,62,9,22.2285368943317
2,62,7,26.6608063667632
2,62,11,18.8847378431239
2,62,13,13.3304031833816
2,62,8,19.9956047750724
2,62,3,24.4390725028663
2,62,4,27.7849484771527
2,62,10,13.3304031833816
2,62,6,17.7738709111755
2,62,14,27.7716732987117
2,62,5,21.118178014124
2,62,2,15.5521370472785
2,62,15,24.4390725028663
2,63,13,36.0902642219473
2,63,8,21.8728874072408
2,63,12,18.5919542961547
2,63,14,26.247464888689
2,63,4,38.2958500721182
2,63,5,21.8850187923807
2,63,11,21.8728874072408
2,63,7,26.247464888689
2,63,2,17.4983099257926
2,63,15,31.7156867404992
2,63,1,24.0720109616137
2,63,9,35.0142592769137
2,63,3,27.341109259051
2,63,6,22.9665317776028
2,63,10,30.6220423701371
2,64,13,28.792467890489
2,64,2,15.5036365564172
2,64,15,36.5442861686976
2,64,10,19.9332470011078
2,64,14,27.6850652793163
2,64,7,29.8998705016616
2,64,8,24.3628574457984
2,64,3,33.2220783351796
2,64,5,23.2683530347559
2,64,1,18.8351045199843
2,64,11,35.4368835575249
2,64,12,21.0406496122804
2,64,4,35.4538227944071
2,64,6,22.1480522234531
2,64,9,33.2388233343405
2,65,9,28.582017311313
2,65,2,18.6788273566356
2,65,10,31.8638819613196
2,65,15,28.5676183101486
2,65,14,28.5676183101486
2,65,5,34.0802825712862
2,65,13,34.0613910621003
2,65,6,20.8763364574163
2,65,8,34.0613910621003
2,65,4,35.1769525654603
2,65,12,18.6788273566356
2,65,11,23.073845558197
2,65,1,27.4823752520159
2,65,7,28.5676183101486
2,65,3,46.147691116394
2,66,15,27.275489321328
2,66,8,33.8216067584468
2,66,3,29.4575284670343
2,66,5,29.4738665305213
2,66,12,32.7305871855936
2,66,2,16.3652935927968
2,66,11,26.1844697484749
2,66,6,26.1844697484749
2,66,13,37.0946654770061
2,66,7,28.3665088941812
2,66,9,31.6555149754486
2,66,10,40.3677241955655
2,66,4,46.9362669871931
2,66,1,34.9297992906365
2,66,14,32.7305871855936
2,67,7,34.7465659230853
2,67,10,21.2962823399555
2,67,3,32.5048519925637
2,67,4,48.2198881532066
2,67,1,39.2492903870721
2,67,13,19.0545684094339
2,67,11,23.5379962704772
2,67,8,25.7797102009988
2,67,9,21.3070163532317
2,67,5,23.5510511768945
2,67,14,40.3508507493894
2,67,15,29.1422810967812
2,67,12,33.6257089578245
2,67,2,15.6919975136514
2,67,6,22.4171393052163
2,68,15,33.3851237843813
2,68,14,35.6107987033401
2,68,9,30.0617558673373
2,68,7,32.2722863249019
2,68,3,25.5952615680257
2,68,11,24.4824241085463
2,68,8,31.1594488654225
2,68,2,22.2567491895875
2,68,12,30.0466114059432
2,68,13,30.0466114059432
2,68,1,37.8550847750889
2,68,4,32.2877128480018
2,68,5,34.5170948884774
2,68,6,27.8209364869844
2,68,10,31.1594488654225
2,69,9,26.2959491463941
2,69,7,22.9973640897432
2,69,5,26.2972790225159
2,69,6,27.3778143925514
2,69,4,36.1559897185303
2,69,1,46.0173522464709
2,69,13,22.9973640897432
2,69,11,29.5680395439555
2,69,10,16.4266886355308
2,69,8,29.5680395439555
2,69,15,27.3778143925514
2,69,2,22.9973640897432
2,69,3,24.0924766654452
2,69,12,32.8533772710617
2,69,14,27.3778143925514
2,70,8,24.0938544345886
2,70,11,43.8070080628884
2,70,12,39.4263072565996
2,70,6,29.5697304424497
2,70,7,32.8552560471663
2,70,9,33.9675433612631
2,70,3,26.284204837733
2,70,5,39.4481743155328
2,70,10,35.0456064503107
2,70,1,33.9671309197905
2,70,4,48.2107431468394
2,70,14,28.4745552408775
2,70,15,33.9504312487385
2,70,13,42.7118328613162
2,70,2,21.9035040314442
2,71,5,33.6816400110815
2,71,7,36.9206762026914
2,71,12,44.5219918914809
2,71,11,33.6629694789246
2,71,8,36.9206762026914
2,71,15,35.8347739614358
2,71,10,30.4052627551577
2,71,13,44.5219918914809
2,71,6,26.0616537901351
2,71,1,31.5066549939521
2,71,4,38.0247460244652
2,71,3,28.2334582726464
2,71,9,33.6799367014442
2,71,2,30.4052627551577
2,71,14,42.3501874089696
2,72,14,37.6363520372837
2,72,2,33.3350546615941
2,72,1,30.123891802788
2,72,10,41.9376494129732
2,72,8,25.8077842541374
2,72,13,49.4649198204299
2,72,3,53.7662171961195
2,72,6,30.1090816298269
2,72,7,44.088298100818
2,72,5,27.9739395603637
2,72,12,34.4103790055165
2,72,15,37.6363520372837
2,72,4,44.1093728131033
2,72,9,38.7311883148659
2,72,11,38.711676381206
2,73,13,48.1242958933939
2,73,4,44.8645294139994
2,73,3,42.6556259055083
2,73,10,44.8430939006625
2,73,1,50.3365114359602
2,73,11,32.812019927314
2,73,15,31.7182859297369
2,73,2,37.1869559176226
2,73,9,38.2999846177779
2,73,5,42.6792840452229
2,73,12,43.7493599030854
2,73,8,33.9057539248912
2,73,6,32.812019927314
2,73,14,40.468157910354
2,73,7,41.5618919079311
2,74,6,42.6479560661612
2,74,12,39.3673440610718
2,74,2,41.5544187311314
2,74,13,40.4608813961016
2,74,8,28.4319707107741
2,74,3,34.9931947209528
2,74,5,32.8243153476491
2,74,7,40.4608813961016
2,74,10,26.2448960407146
2,74,15,41.5544187311314
2,74,1,43.7630091382304
2,74,14,38.2738067260421
2,74,9,41.575363498637
2,74,11,53.5833294164589
2,74,4,37.1980419863235
2,75,15,31.4169122620579
2,75,10,40.0836466791774
2,75,2,33.5835958663378
2,75,3,52.0004065027166
2,75,1,48.7743606246275
2,75,13,45.500355689877
2,75,14,53.0837483048565
2,75,7,53.0837483048565
2,75,9,43.3555136541887
2,75,6,32.5002540641979
2,75,12,37.9169630748975
2,75,8,42.2503302834572
2,75,4,44.4382457299396
2,75,11,44.4170138877371
2,75,5,34.6861650326865
2,76,4,36.3747913982779
2,76,11,50.6800290410905
2,76,15,55.0869880881419
2,76,7,74.9183037998729
2,76,10,41.8661109469878
2,76,8,31.9504530911223
2,76,14,38.5608916616993
2,76,3,56.1887278499047
2,76,5,36.3775770922159
2,76,12,52.8835085646162
2,76,2,29.7469735675966
2,76,1,31.9661690050874
2,76,9,49.6032783364241
2,76,13,51.7817688028533
2,76,6,35.2556723764108
2,77,10,53.8562819756923
2,77,12,52.75717418027
2,77,5,43.9886957946048
2,77,6,40.6669884306248
2,77,15,45.0634196123139
2,77,11,53.8562819756923
2,77,9,61.5810597475513
2,77,7,60.450928748226
2,77,13,46.1625274077362
2,77,14,52.75717418027
2,77,2,40.6669884306248
2,77,8,39.5678806352025
2,77,4,47.2842268069841
2,77,3,57.1536053619591
2,77,1,51.6834761568028
2,78,8,36.9345105309285
2,78,6,35.8482013976659
2,78,14,52.142838396605
2,78,12,66.2648571290189
2,78,7,55.4017657963928
2,78,11,53.2291475298676
2,78,2,38.0208196641912
2,78,3,58.6606931961806
2,78,4,59.7755620819908
2,78,13,66.2648571290189
2,78,15,36.9345105309285
2,78,5,67.3885213184447
2,78,1,56.515860505125
2,78,9,64.1245434183719
2,78,10,52.142838396605
2,79,15,66.751990944481
2,79,3,67.8462858779971
2,79,8,61.2805162769006
2,79,12,91.9207744153509
2,79,1,54.7416599796289
2,79,13,64.5634010774489
2,79,5,54.7450931797841
2,79,10,56.9033365428363
2,79,14,72.2234656120615
