"PROVRE","EDAD_r","DEPRE","ndef"
6,101,778,2.0119138754273
6,101,182,3.02154715361883
6,101,518,1.00704283772643
6,101,238,1.01127964364861
6,101,364,1.01009872232468
6,101,539,4.0281567917414
6,101,658,20.190884286832
6,101,252,2.02846758983076
6,101,210,3.03411402174975
6,101,686,2.01277573379883
6,101,490,22.2299415399744
6,101,602,2.03030190911747
6,101,35,11.0931843706476
6,101,112,2.01593530623686
6,101,270,1.00672628584819
6,101,28,17.1464264244443
6,101,623,4.02413314033812
6,101,224,5.03263454578949
6,101,840,11.0973019544795
6,101,266,1.00986203591002
6,101,882,5.03293300204874
6,101,568,17.2005849434731
6,101,196,1.00638786689942
6,101,791,6.0456011272143
6,101,532,4.04014677310061
6,101,245,1.01373045903145
6,101,651,2.02022482985437
6,101,655,1.0088372681614
6,101,868,1.01088835522481
6,101,427,25.3056525305336
6,101,875,1.01093829783413
6,101,756,12.1182966209707
6,101,455,2.04393359461229
6,101,357,26.2150537466206
6,101,861,14.1203364801646
6,101,763,5.04350682110096
6,101,105,2.02186700822565
6,101,638,5.04575356872078
6,101,469,3.04032419664807
6,101,14,2.02655599319473
6,101,798,1.00923087213757
6,101,385,1.00691998017928
6,101,217,2.01811941816128
6,101,77,2.02138760424353
6,101,134,1.0090091118932
6,101,854,3.03294540077016
6,101,301,3.02607777718641
6,101,260,2.01589495652517
6,101,728,3.02868809162734
6,101,515,6.04354690045797
6,101,42,1.01207219920644
6,102,638,3.02058437023781
6,102,455,1.01964846704009
6,102,399,1.0028481754412
6,102,84,1.00446306783322
6,102,547,1.0063062725979
6,102,679,1.0028481754412
6,102,560,3.04207745842666
6,102,406,2.00569635088241
6,102,760,4.03326805392168
6,102,483,1.00874728235556
6,102,581,3.01479713011923
6,102,515,3.01491856133701
6,102,672,1.00514302252459
6,102,270,2.0088850573226
6,102,56,3.02218058214426
6,102,525,1.01145221126482
6,102,791,3.0159433447099
6,102,875,2.01728997140774
6,102,490,12.0979161536403
6,102,280,1.01202989830893
6,102,623,3.01125329990674
6,102,655,1.00654872221405
6,102,91,1.00910869686164
6,102,553,1.0028481754412
6,102,763,2.01282625314149
6,102,833,2.01086567137437
6,102,778,1.00367492579194
6,102,840,13.0852418749545
6,102,427,14.1390181479524
6,102,497,1.00776754280497
6,102,42,1.00977631482249
6,102,882,1.00430316009908
6,102,182,1.00489759269347
6,102,274,3.02807771109992
6,102,231,2.01921789931532
6,102,224,4.01697441702701
6,102,412,1.00611146012842
6,102,805,3.02204900448918
6,102,410,1.01049803041477
6,102,357,14.0837765026314
6,102,658,5.0362703234391
6,102,408,2.0176213692046
6,102,749,1.00574079276553
6,102,665,1.0028481754412
6,102,70,1.00977119045904
6,102,63,2.01404646058633
6,102,252,2.0238660139091
6,102,770,1.00473677840814
6,102,105,3.02592060857136
6,102,210,2.01815409219224
6,102,7,1.00471916084315
6,102,35,10.0618359065886
6,102,413,4.0126423568121
6,102,28,3.01897584349734
6,102,756,10.0756719015406
6,102,98,2.01158062349606
6,102,574,1.0075343818685
6,102,434,7.05831877982343
6,102,469,4.04456963388468
6,102,826,1.00739417804973
6,102,154,1.00900061823532
6,102,49,3.02063310302406
6,102,602,2.02569617204505
6,102,568,7.06652694601476
6,102,420,1.01146159535297
6,102,371,16.0902020538404
6,102,315,1.0066396619268
6,102,203,1.01304348960928
6,102,532,1.00774542643359
6,102,714,3.01751632908601
6,102,287,1.02530000026451
6,102,260,3.01698285240717
6,102,161,1.00793877531654
6,102,441,14.0782280800909
6,102,861,7.04415225819567
6,102,385,1.00463578359707
6,102,218,2.01154386210947
6,102,140,1.01249094635891
6,102,539,4.01901892363129
6,103,840,5.03278533652096
6,103,648,1.00795358433436
6,103,882,1.00430316009908
6,103,245,1.01143081288738
6,103,518,1.00475836244204
6,103,574,1.0075343818685
6,103,756,12.0908062818487
6,103,505,2.02313718871617
6,103,224,1.00424360425675
6,103,420,1.01146159535297
6,103,315,1.0066396619268
6,103,408,2.0176213692046
6,103,70,1.00977119045904
6,103,568,9.08553464487611
6,103,49,1.00687770100802
6,103,791,2.01062889647327
6,103,84,2.00892613566644
6,103,760,2.01663402696084
6,103,42,1.00977631482249
6,103,490,4.03263871788009
6,103,714,2.01167755272401
6,103,56,7.05175469166994
6,103,778,2.00734985158388
6,103,638,1.00686145674594
6,103,357,8.04787228721797
6,103,658,8.05803251750256
6,103,260,1.00566095080239
6,103,560,2.0280516389511
6,103,861,5.03153732728262
6,103,539,4.01901892363129
6,103,875,1.00864498570387
6,103,749,3.01722237829659
6,103,763,2.01282625314149
6,103,483,1.00874728235556
6,103,35,5.03091795329429
6,103,28,4.02530112466311
6,103,434,5.04165627130245
6,103,14,2.0219587537274
6,103,364,1.00780731477031
6,103,854,1.00868838944128
6,103,274,4.03743694813322
6,103,371,4.0225505134601
6,103,532,4.03098170573437
6,103,427,6.05957920626532
6,103,119,1.00457128227186
6,103,210,1.00907704609612
6,103,399,1.0028481754412
6,103,91,3.02732609058492
6,103,588,4.02695078593456
6,103,196,3.01231463224632
6,103,182,1.00489759269347
6,103,805,1.00734966816306
6,103,462,1.02205982631173
6,103,392,1.01329451060205
6,103,203,2.02608697921855
6,103,441,9.05028948005841
6,103,252,2.0238660139091
6,103,147,1.0057175550562
6,103,410,3.03149409124432
6,103,497,2.01553508560993
6,104,91,1.00910869686164
6,104,56,1.00739352738142
6,104,638,1.00686145674594
6,104,274,1.00935923703331
6,104,511,1.01915464983862
6,104,42,1.00977631482249
6,104,861,7.04415225819567
6,104,805,2.01469933632612
6,104,35,2.01236718131772
6,104,679,1.0028481754412
6,104,497,1.00776754280497
6,104,371,4.0225505134601
6,104,427,5.04964933855443
6,104,357,1.00598403590225
6,104,574,1.0075343818685
6,104,882,1.00430316009908
6,104,539,3.01426419272347
6,104,791,1.00531444823663
6,104,770,1.00473677840814
6,104,112,1.0056810798916
6,104,693,1.0028481754412
6,104,217,1.00677065852637
6,104,700,1.00733184835674
6,104,84,1.00446306783322
6,104,749,1.00574079276553
6,104,134,2.01344035223717
6,104,434,2.01666250852098
6,104,490,2.01631935894005
6,104,412,1.00611146012842
6,104,252,3.03579902086366
6,104,308,1.0028481754412
6,104,441,4.02235088002596
6,104,392,1.01329451060205
6,104,28,2.01265056233156
6,104,658,3.02176219406346
6,104,560,1.01402581947555
6,104,455,1.01964846704009
6,104,840,2.01311413460839
6,104,707,1.01051186237143
6,104,568,4.03801539772272
6,104,760,2.01663402696084
6,104,763,2.01282625314149
6,104,260,3.01698285240717
6,104,301,1.0064043746449
6,104,756,3.02270157046217
6,104,623,1.00375109996891
6,104,413,1.00316058920302
6,104,532,1.00774542643359
6,105,154,1.00900061823532
6,105,408,2.0176213692046
6,105,490,4.03263871788009
6,105,371,1.00563762836503
6,105,427,1.00992986771089
6,105,98,1.00579031174803
6,105,357,1.00598403590225
6,105,322,1.020885013129
6,105,861,3.01892239636957
6,105,35,1.00618359065886
6,105,28,1.00632528116578
6,105,686,1.00410487741544
6,105,42,1.00977631482249
6,105,672,1.00514302252459
6,105,410,1.01049803041477
6,105,644,1.01401574977797
6,105,448,1.00986109974499
6,105,756,1.00756719015406
6,105,623,1.00375109996891
6,105,539,2.00950946181565
6,105,833,1.00543283568719
6,105,840,2.01311413460839
6,105,245,1.01143081288738
6,105,441,3.01676316001947
6,105,147,1.0057175550562
6,105,760,1.00831701348042
6,105,568,1.00950384943068
6,105,434,2.01666250852098
6,105,203,1.01304348960928
6,105,412,1.00611146012842
6,105,595,1.01273819689526
6,105,560,3.04207745842666
6,105,280,1.01202989830893
6,105,805,1.00734966816306
6,105,161,1.00793877531654
6,105,385,1.00463578359707
6,106,427,1.00992986771089
6,106,756,2.01513438030811
6,106,357,1.00598403590225
6,106,658,1.00725406468782
6,106,224,1.00424360425675
6,106,49,1.00687770100802
6,106,638,1.00686145674594
6,106,35,1.00618359065886
6,106,371,1.00563762836503
6,106,882,1.00430316009908
6,106,490,1.00815967947002
6,106,539,1.00475473090782
6,106,56,1.00739352738142
6,106,483,1.00874728235556
6,106,469,1.01114240847117
6,106,28,1.00632528116578
6,106,408,1.0088106846023
6,106,805,1.00734966816306
6,106,861,3.01892239636957
6,106,763,1.00641312657075
6,107,861,1.00630746545652
6,107,756,1.00756719015406
6,108,483,1.00874728235556
6,108,672,1.00514302252459
6,109,371,1.00563762836503
10,0,105,21.2744218447723
10,0,28,1.01306770689392
10,0,14,1.01306770689392
10,0,49,137.777208137573
10,0,77,2.02613541378784
10,0,84,7.09147394825745
10,0,70,15.3262671657237
10,0,91,25.3874281463824
10,0,56,3.03920312068176
10,0,42,7.09147394825745
10,0,63,7.09147394825745
10,0,112,16.2090833103027
10,0,7,4.05227082757568
10,0,98,7.18011737261066
10,0,21,12.156812482727
10,0,35,30.5091488607938
10,1,70,1.01144401694499
10,1,91,2.01050617426582
10,1,105,1.0028481754412
10,1,21,1.0028481754412
10,1,49,3.00854452632361
10,1,112,2.00569635088241
10,2,84,1.0028481754412
10,2,70,1.01144401694499
10,2,49,4.01139270176482
10,2,112,1.0028481754412
10,3,35,1.00671271561631
10,3,70,1.01144401694499
10,3,63,1.0028481754412
10,3,42,2.00569635088241
10,3,112,1.0028481754412
10,3,21,1.0028481754412
10,3,49,2.00569635088241
10,4,112,1.0028481754412
10,4,105,1.0028481754412
10,4,49,4.01139270176482
10,4,35,3.02013814684894
10,5,49,2.00569635088241
10,5,91,1.00525308713291
10,6,105,1.0028481754412
10,6,112,1.0028481754412
10,6,70,1.01144401694499
10,6,35,1.00671271561631
10,6,49,2.00569635088241
10,7,98,1.01538377763422
10,7,49,2.00569635088241
10,7,35,1.00671271561631
10,8,105,1.0028481754412
10,9,112,1.0028481754412
10,9,49,2.00569635088241
10,10,35,1.00671271561631
10,10,70,2.02288803388997
10,10,49,5.01424087720602
10,11,91,1.00525308713291
10,11,49,1.0028481754412
10,11,98,1.01538377763422
10,11,35,1.00671271561631
10,12,49,1.0028481754412
10,12,42,1.0028481754412
10,12,70,1.01144401694499
10,12,35,1.00671271561631
10,12,112,1.0028481754412
10,12,105,1.0028481754412
10,13,49,1.0028481754412
10,13,21,1.0028481754412
10,14,14,1.0028481754412
10,14,105,1.0028481754412
10,14,49,4.01139270176482
10,14,112,1.0028481754412
10,15,49,3.00854452632361
10,15,91,1.00525308713291
10,15,63,1.0028481754412
10,15,35,2.01342543123263
10,15,21,1.0028481754412
10,16,91,3.01575926139873
10,16,35,2.01342543123263
10,16,21,2.00569635088241
10,16,98,1.01538377763422
10,16,49,6.01708905264723
10,16,112,2.00569635088241
10,17,49,7.01993722808843
10,17,112,2.00569635088241
10,17,91,5.02626543566455
10,17,98,1.01538377763422
10,17,105,4.01139270176482
10,17,42,2.00569635088241
10,17,7,1.0028481754412
10,17,63,1.0028481754412
10,17,14,1.0028481754412
10,17,70,1.01144401694499
10,18,63,1.0028481754412
10,18,42,2.00569635088241
10,18,70,2.02288803388997
10,18,105,4.01139270176482
10,18,21,1.0028481754412
10,18,112,4.01139270176482
10,18,35,1.00671271561631
10,18,49,10.028481754412
10,19,70,4.04577606777994
10,19,49,6.01708905264723
10,19,21,1.0028481754412
10,19,63,1.0028481754412
10,19,84,1.0028481754412
10,19,112,2.00569635088241
10,19,7,2.00569635088241
10,19,105,2.00569635088241
10,19,35,3.02013814684894
10,20,49,3.00854452632361
10,20,70,1.01144401694499
10,20,21,1.0028481754412
10,20,35,5.03356357808157
10,21,98,3.04615133290266
10,21,70,1.01144401694499
10,21,35,2.01342543123263
10,21,28,1.0028481754412
10,21,21,2.00569635088241
10,21,49,5.01424087720602
10,21,105,2.00569635088241
10,21,42,1.0028481754412
10,21,91,3.01575926139873
10,22,21,1.05848018769323
10,22,105,1.05848018769323
10,22,84,1.05848018769323
10,22,35,3.18767732825533
10,22,49,8.46784150154582
10,22,98,1.07171119003939
10,22,112,2.11696037538645
10,22,91,1.06101850948626
10,23,70,1.01144401694499
10,23,49,4.01139270176482
10,23,98,1.01538377763422
10,23,105,1.0028481754412
10,23,112,2.00569635088241
10,23,35,2.01342543123263
10,23,91,3.01575926139873
10,24,21,1.0028481754412
10,24,7,1.0028481754412
10,24,35,3.02013814684894
10,24,70,1.01144401694499
10,24,98,2.03076755526844
10,24,49,5.01424087720602
10,24,56,1.0028481754412
10,24,105,5.01424087720602
10,25,42,1.0028481754412
10,25,35,2.01342543123263
10,25,105,2.00569635088241
10,25,21,1.0028481754412
10,25,49,5.01424087720602
10,25,91,1.00525308713291
10,25,112,1.0028481754412
10,26,112,1.0028481754412
10,26,91,1.00525308713291
10,26,70,2.02288803388997
10,26,49,7.01993722808843
10,26,105,1.0028481754412
10,26,35,2.01342543123263
10,27,56,1.0028481754412
10,27,63,4.01139270176482
10,27,70,2.02288803388997
10,27,35,2.01342543123263
10,27,49,8.02278540352963
10,27,105,1.0028481754412
10,27,112,3.00854452632361
10,27,84,1.0028481754412
10,28,70,1.0746254208234
10,28,63,1.06549262687872
10,28,49,7.45844838815107
10,28,7,1.06549262687872
10,28,112,2.13098525375745
10,28,84,1.06549262687872
10,28,21,1.06549262687872
10,28,56,1.06549262687872
10,28,28,1.06549262687872
10,29,63,1.05290477290333
10,29,42,1.05290477290333
10,29,70,4.24771868382715
10,29,49,11.5819525019366
10,29,105,2.10580954580666
10,29,56,1.05290477290333
10,30,35,2.1568588736706
10,30,84,2.14857918509605
10,30,70,2.16699557811116
10,30,98,1.08771821245488
10,30,49,7.52002714783618
10,31,77,1.0028481754412
10,31,112,1.0028481754412
10,31,63,1.0028481754412
10,31,70,2.02288803388997
10,31,21,1.0028481754412
10,31,49,5.01424087720602
10,31,91,1.00525308713291
10,31,35,1.00671271561631
10,32,63,2.00569635088241
10,32,49,13.0370262807357
10,32,112,1.0028481754412
10,32,70,3.03433205083496
10,32,14,1.0028481754412
10,32,35,2.01342543123263
10,33,49,7.01993722808843
10,33,91,1.00525308713291
10,33,21,1.0028481754412
10,33,35,1.00671271561631
10,33,63,2.00569635088241
10,33,105,2.00569635088241
10,33,112,2.00569635088241
10,33,70,1.01144401694499
10,34,105,2.13899434470211
10,34,70,5.39332145485603
10,34,35,1.07361854873776
10,34,42,1.06949717235105
10,34,49,6.41698303410633
10,35,70,1.01144401694499
10,35,42,2.00569635088241
10,35,49,10.028481754412
10,35,105,1.0028481754412
10,36,112,4.01139270176482
10,36,35,2.01342543123263
10,36,91,1.00525308713291
10,36,105,1.0028481754412
10,36,70,2.02288803388997
10,36,49,8.02278540352963
10,36,42,1.0028481754412
10,36,84,2.00569635088241
10,36,14,1.0028481754412
10,36,98,1.01538377763422
10,37,91,1.06436388403591
10,37,63,2.12363511790897
10,37,105,3.18545267686346
10,37,42,2.12363511790897
10,37,35,1.06590934145527
10,37,49,8.4945404716359
10,38,70,2.02288803388997
10,38,84,1.0028481754412
10,38,7,2.00569635088241
10,38,98,1.01538377763422
10,38,112,3.00854452632361
10,38,35,2.01342543123263
10,38,49,9.02563357897084
10,38,91,1.00525308713291
10,38,105,2.00569635088241
10,38,21,1.0028481754412
10,39,35,7.0469890093142
10,39,91,1.00525308713291
10,39,105,1.0028481754412
10,39,63,1.0028481754412
10,39,21,2.00569635088241
10,39,84,1.0028481754412
10,39,112,1.0028481754412
10,39,70,1.01144401694499
10,39,49,10.028481754412
10,39,42,1.0028481754412
10,40,21,1.0028481754412
10,40,112,2.00569635088241
10,40,105,3.00854452632361
10,40,70,1.01144401694499
10,40,35,2.01342543123263
10,40,42,1.0028481754412
10,40,49,7.01993722808843
10,40,14,1.0028481754412
10,41,112,1.0028481754412
10,41,91,1.00525308713291
10,41,105,3.00854452632361
10,41,49,12.0341781052945
10,41,7,1.0028481754412
10,41,35,3.02013814684894
10,41,63,2.00569635088241
10,42,91,3.01575926139873
10,42,49,15.0427226316181
10,42,21,1.0028481754412
10,42,70,2.02288803388997
10,42,105,1.0028481754412
10,42,98,1.01538377763422
10,42,63,1.0028481754412
10,42,35,3.02013814684894
10,42,14,1.0028481754412
10,43,49,14.4782026082875
10,43,28,1.03415732916339
10,43,112,4.13662931665358
10,43,105,4.13662931665358
10,43,21,1.03415732916339
10,43,42,1.03415732916339
10,43,70,3.12906460452581
10,43,63,1.03415732916339
10,43,84,1.03415732916339
10,43,91,2.07327464551702
10,44,35,2.01342543123263
10,44,91,2.01050617426582
10,44,70,2.02288803388997
10,44,112,1.0028481754412
10,44,21,2.00569635088241
10,44,49,16.0455708070593
10,44,56,1.0028481754412
10,44,105,4.01139270176482
10,45,112,2.00569635088241
10,45,35,3.02013814684894
10,45,98,1.01538377763422
10,45,91,3.01575926139873
10,45,63,1.0028481754412
10,45,42,3.00854452632361
10,45,105,2.00569635088241
10,45,56,1.0028481754412
10,45,70,2.02288803388997
10,45,49,12.0341781052945
10,46,63,1.0028481754412
10,46,112,1.0028481754412
10,46,42,5.01424087720602
10,46,70,3.03433205083496
10,46,21,2.00569635088241
10,46,91,1.00525308713291
10,46,35,1.00671271561631
10,46,49,20.0569635088241
10,46,98,1.01538377763422
10,46,84,1.0028481754412
10,46,105,3.00854452632361
10,47,35,5.32926434021134
10,47,112,2.12352260466003
10,47,105,1.06176130233001
10,47,70,3.21258634047853
10,47,77,3.18528390699004
10,47,49,14.8646582326202
10,47,42,1.06176130233001
10,47,21,2.12352260466003
10,47,84,3.18528390699004
10,48,112,1.02921022378849
10,48,91,4.12671341528623
10,48,84,2.05842044757698
10,48,63,2.05842044757698
10,48,98,1.04207535158585
10,48,49,19.5549942519813
10,48,105,1.02921022378849
10,48,42,3.08763067136547
10,48,35,5.16588175909252
10,49,84,1.0028481754412
10,49,112,1.0028481754412
10,49,42,1.0028481754412
10,49,49,15.0427226316181
10,49,91,3.01575926139873
10,49,21,1.0028481754412
10,49,63,4.01139270176482
10,49,35,1.00671271561631
10,49,98,1.01538377763422
10,49,56,1.0028481754412
10,50,42,1.0028481754412
10,50,77,2.00569635088241
10,50,21,1.0028481754412
10,50,35,5.03356357808157
10,50,91,3.01575926139873
10,50,49,16.0455708070593
10,50,112,1.0028481754412
10,50,70,2.02288803388997
10,50,105,1.0028481754412
10,50,63,1.0028481754412
10,50,98,2.03076755526844
10,51,105,1.0028481754412
10,51,70,1.01144401694499
10,51,49,21.0598116842653
10,51,42,2.00569635088241
10,51,21,3.00854452632361
10,51,112,3.00854452632361
10,51,84,2.00569635088241
10,51,98,1.01538377763422
10,51,35,3.02013814684894
10,51,77,1.0028481754412
10,51,91,4.02101234853164
10,52,112,6.10813336372092
10,52,49,25.4505556821705
10,52,56,1.01802222728682
10,52,42,3.05406668186046
10,52,84,4.07208890914728
10,52,35,5.1097262082508
10,52,63,3.05406668186046
10,52,91,3.06139058277619
10,52,105,9.16220004558138
10,52,98,3.09224251538372
10,52,77,1.01802222728682
10,52,70,3.08024439627641
10,53,63,2.00569635088241
10,53,35,7.0469890093142
10,53,91,2.01050617426582
10,53,105,3.00854452632361
10,53,77,1.0028481754412
10,53,28,1.0028481754412
10,53,98,1.01538377763422
10,53,42,1.0028481754412
10,53,21,3.00854452632361
10,53,84,1.0028481754412
10,53,49,24.0683562105889
10,53,70,3.03433205083496
10,53,7,3.00854452632361
10,53,112,2.00569635088241
10,54,7,2.04279927511333
10,54,70,1.03015449159287
10,54,77,2.04279927511333
10,54,112,5.10699818778332
10,54,14,1.02139963755666
10,54,105,8.17119710045332
10,54,35,5.12667833494241
10,54,91,2.04769807433423
10,54,42,2.04279927511333
10,54,49,18.38519347602
10,54,21,4.08559855022666
10,54,84,2.04279927511333
10,54,98,2.06833426605225
10,55,42,3.00854452632361
10,55,14,1.0028481754412
10,55,63,1.0028481754412
10,55,112,8.02278540352963
10,55,84,2.00569635088241
10,55,91,3.01575926139873
10,55,70,3.03433205083496
10,55,98,3.04615133290266
10,55,77,2.00569635088241
10,55,35,6.04027629369789
10,55,105,6.01708905264723
10,55,7,1.0028481754412
10,55,49,33.0939897895597
10,55,21,3.00854452632361
10,56,56,1.03145257571551
10,56,91,3.10177824927399
10,56,84,1.03145257571551
10,56,98,4.17738293164783
10,56,105,2.06290515143103
10,56,63,5.15726287857757
10,56,28,1.03145257571551
10,56,21,3.09435772714654
10,56,70,4.1611743911723
10,56,49,30.9435772714654
10,56,42,3.09435772714654
10,56,112,6.18871545429309
10,56,35,7.24799141355391
10,57,42,4.01139270176482
10,57,35,5.03356357808157
10,57,112,13.0370262807357
10,57,98,3.04615133290266
10,57,63,4.01139270176482
10,57,70,4.04577606777994
10,57,91,2.01050617426582
10,57,21,2.00569635088241
10,57,7,2.00569635088241
10,57,49,41.1167751930894
10,57,105,3.00854452632361
10,58,42,3.00854452632361
10,58,49,36.1025343158834
10,58,35,8.05370172493052
10,58,112,8.02278540352963
10,58,63,2.00569635088241
10,58,91,5.02626543566455
10,58,84,4.01139270176482
10,58,105,6.01708905264723
10,58,56,3.00854452632361
10,58,70,5.05722008472493
10,58,98,2.03076755526844
10,58,21,2.00569635088241
10,58,77,1.0028481754412
10,58,7,1.0028481754412
10,59,42,6.01708905264723
10,59,14,1.0028481754412
10,59,35,6.04027629369789
10,59,112,2.00569635088241
10,59,91,1.00525308713291
10,59,49,28.0797489123537
10,59,98,3.04615133290266
10,59,105,7.01993722808843
10,59,84,3.00854452632361
10,59,63,4.01139270176482
10,59,21,2.00569635088241
10,59,70,5.05722008472493
10,60,14,1.01490904806606
10,60,70,8.18886614782445
10,60,112,3.04472714419818
10,60,49,36.5367257303782
10,60,91,5.08671441356851
10,60,42,1.01490904806606
10,60,21,3.04472714419818
10,60,98,3.08278623350066
10,60,84,2.02981809613212
10,60,105,6.08945428839637
10,60,35,8.15056052473862
10,60,7,1.01490904806606
10,60,28,1.01490904806606
10,60,63,5.07454524033031
10,61,14,1.0028481754412
10,61,63,2.00569635088241
10,61,21,3.00854452632361
10,61,42,4.01139270176482
10,61,35,9.06041444054683
10,61,28,2.00569635088241
10,61,7,2.00569635088241
10,61,105,9.02563357897084
10,61,56,1.0028481754412
10,61,49,41.1167751930894
10,61,84,2.00569635088241
10,61,70,6.06866410166992
10,61,98,1.01538377763422
10,61,112,10.028481754412
10,61,91,6.03151852279746
10,62,98,2.03076755526844
10,62,42,5.01424087720602
10,62,35,7.0469890093142
10,62,91,4.02101234853164
10,62,21,3.00854452632361
10,62,70,2.02288803388997
10,62,49,51.1452569475014
10,62,84,3.00854452632361
10,62,77,2.00569635088241
10,62,63,2.00569635088241
10,62,7,1.0028481754412
10,62,105,4.01139270176482
10,62,112,10.028481754412
10,62,56,1.0028481754412
10,62,14,1.0028481754412
10,63,56,1.0028481754412
10,63,70,2.02288803388997
10,63,21,4.01139270176482
10,63,35,5.03356357808157
10,63,98,2.03076755526844
10,63,49,39.111078842207
10,63,14,1.0028481754412
10,63,42,4.01139270176482
10,63,105,4.01139270176482
10,63,112,7.01993722808843
10,63,7,1.0028481754412
10,63,91,5.02626543566455
10,64,28,1.02139720869981
10,64,21,5.10698604349906
10,64,77,2.04279441739962
10,64,7,2.04279441739962
10,64,49,49.0270660175909
10,64,63,3.06419162609943
10,64,56,1.02139720869981
10,64,98,3.10249402142568
10,64,105,9.1925748782983
10,64,35,9.22799905894685
10,64,91,6.14307961491397
10,64,112,7.14978046089868
10,64,84,2.04279441739962
10,64,42,5.10698604349906
10,64,70,5.15076020958619
10,65,70,6.11835261618469
10,65,91,4.05393526650779
10,65,21,5.05529607097413
10,65,49,61.6746120658844
10,65,105,9.09953292775343
10,65,84,5.05529607097413
10,65,112,8.0884737135586
10,65,98,4.09478981748904
10,65,63,4.0442368567793
10,65,56,2.02211842838965
10,65,42,7.07741449936378
10,65,35,6.08973237682664
10,65,28,1.01105921419483
10,66,70,3.03433205083496
10,66,105,2.00569635088241
10,66,42,5.01424087720602
10,66,91,11.057783958462
10,66,21,5.01424087720602
10,66,63,4.01139270176482
10,66,35,7.0469890093142
10,66,112,3.00854452632361
10,66,84,6.01708905264723
10,66,77,3.00854452632361
10,66,28,1.0028481754412
10,66,14,2.00569635088241
10,66,49,39.111078842207
10,67,14,1.01850423760302
10,67,84,5.09252118801512
10,67,63,2.03700847520605
10,67,112,8.1480339008242
10,67,21,4.0740169504121
10,67,42,9.16653813842722
10,67,70,3.08170282177601
10,67,91,5.10473346904154
10,67,105,11.2035466136333
10,67,77,2.03700847520605
10,67,49,63.1472627313875
10,67,98,3.09370662171919
10,67,35,9.20186198481808
10,67,7,4.0740169504121
10,68,63,5.06101535991996
10,68,14,2.02440614396798
10,68,70,8.16703278652226
10,68,35,11.1771402804244
10,68,98,6.14913366230275
10,68,91,6.08778250488213
10,68,21,1.01220307198399
10,68,112,7.08542150388794
10,68,42,2.02440614396798
10,68,105,10.1220307198399
10,68,56,2.02440614396798
10,68,49,43.5247320953116
10,68,84,4.04881228793596
10,69,77,4.04848324389147
10,69,21,10.1212081097287
10,69,84,4.04848324389147
10,69,98,4.09908928444011
10,69,56,2.02424162194573
10,69,14,1.01212081097287
10,69,63,5.06060405486434
10,69,49,40.4848324389147
10,69,42,5.06060405486434
10,69,105,5.06060405486434
10,69,91,6.08728775520372
10,69,35,7.11214758693265
10,69,112,8.09696648778294
10,69,70,7.14557292546844
10,70,63,4.01139270176482
10,70,42,3.00854452632361
10,70,49,48.1367124211778
10,70,91,10.0525308713291
10,70,105,5.01424087720602
10,70,28,1.0028481754412
10,70,21,4.01139270176482
10,70,84,2.00569635088241
10,70,112,7.01993722808843
10,70,7,4.01139270176482
10,70,35,5.03356357808157
10,70,70,7.0801081186149
10,70,98,4.06153511053688
10,70,77,1.0028481754412
10,71,112,14.0398744561769
10,71,84,3.00854452632361
10,71,105,6.01708905264723
10,71,49,55.1566496492662
10,71,14,1.0028481754412
10,71,77,3.00854452632361
10,71,70,4.04577606777994
10,71,56,2.00569635088241
10,71,35,5.03356357808157
10,71,7,2.00569635088241
10,71,98,2.03076755526844
10,71,91,6.03151852279746
10,71,42,5.01424087720602
10,71,21,9.02563357897084
10,71,28,1.0028481754412
10,71,63,2.00569635088241
10,72,21,2.05088915284518
10,72,35,9.26456573958674
10,72,14,1.02544457642259
10,72,77,2.05088915284518
10,72,56,1.02544457642259
10,72,91,6.16742205675744
10,72,49,65.6284528910457
10,72,105,7.17811203495812
10,72,112,10.2544457642259
10,72,42,10.2544457642259
10,72,84,4.10177830569035
10,72,70,8.27387281090683
10,72,7,2.05088915284518
10,72,63,5.12722288211294
10,72,98,2.07652526725574
10,73,84,5.01424087720602
10,73,56,1.0028481754412
10,73,105,6.01708905264723
10,73,77,1.0028481754412
10,73,98,4.06153511053688
10,73,7,1.0028481754412
10,73,63,12.0341781052945
10,73,49,64.1822832282371
10,73,70,11.1258841863948
10,73,91,12.0630370455949
10,73,28,1.0028481754412
10,73,112,10.028481754412
10,73,35,7.0469890093142
10,73,21,6.01708905264723
10,73,42,7.01993722808843
10,74,63,3.00854452632361
10,74,14,3.00854452632361
10,74,56,1.0028481754412
10,74,105,9.02563357897084
10,74,28,1.0028481754412
10,74,77,1.0028481754412
10,74,84,2.00569635088241
10,74,7,2.00569635088241
10,74,21,3.00854452632361
10,74,42,8.02278540352963
10,74,98,5.0769188881711
10,74,91,8.04202469706328
10,74,35,10.0671271561631
10,74,70,10.1144401694499
10,74,49,57.1623460001486
10,74,112,8.02278540352963
10,75,35,4.05458344816709
10,75,21,3.02926412130334
10,75,49,63.6145465473701
10,75,112,11.1073017781122
10,75,63,6.05852824260668
10,75,84,6.05852824260668
10,75,70,12.2209169693723
10,75,77,4.03901882840445
10,75,91,4.04870472487545
10,75,42,7.06828294970779
10,75,7,4.03901882840445
10,75,105,13.1268111923145
10,75,14,1.00975470710111
10,75,56,1.00975470710111
10,75,98,6.13425984563926
10,76,7,3.0534102641718
10,76,91,10.2024419698146
10,76,42,5.089017106953
10,76,35,10.217255925713
