"PROV","DEPRE","EDAD","N"
6,42,77,335.337461277475
6,42,78,310.907301961941
6,42,79,300.179406992182
6,42,80,268.933404631952
6,42,81,263.549291930963
6,42,82,243.323580174067
6,42,83,235.02559374539
6,42,84,210.403864876826
6,42,85,207.318586812214
6,42,86,191.085587844815
6,42,87,165.838737276884
6,42,88,126.264500663815
6,42,89,111.402736391798
6,42,90,93.8892462015046
6,42,91,80.4289644490338
6,42,92,62.1391134385603
6,42,93,49.9996533412008
6,42,94,36.579702020947
6,42,95,22.6657029060333
6,42,96,15.1541599055908
6,42,97,12.1394600973595
6,42,98,9.42723853075675
6,42,99,4.77915621773123
6,49,0,2996.42549509804
6,49,1,2992.02836029412
6,49,2,2930.0247254902
6,49,3,2928.33041666667
6,49,4,2956.73025980392
6,49,5,3075.29153676471
6,49,6,3172.18986519608
6,49,7,3215.91916911765
6,49,8,3213.86179411765
6,49,9,3204.78513970588
6,49,10,3167.79273039216
6,49,11,3158.51437254902
6,49,12,3168.0347745098
6,49,13,3231.04692647059
6,49,14,3288.65342647059
6,49,15,3270.05637009804
6,49,16,3235.48440196078
6,49,17,3131.72815686274
6,49,18,3071.45917156863
6,49,19,2923.08612745098
6,49,20,2758.53646813726
6,49,21,2617.46508823529
6,49,22,2515.64519607843
6,49,23,2504.71287009804
6,49,24,2489.02034313726
6,49,25,2519.80028676471
6,49,26,2523.59231127451
6,49,27,2557.4784877451
6,49,28,2622.22528921569
6,49,29,2731.34684558824
6,49,30,2812.71400980392
6,49,31,2821.62930147059
6,49,32,2818.4423872549
6,49,33,2749.37913235294
6,49,34,2726.90937009804
6,49,35,2648.68877941176
6,49,36,2618.47360539216
6,49,37,2561.55289705882
6,49,38,2499.18619607843
6,49,39,2471.99657352941
6,49,40,2402.12650490196
6,49,41,2353.55631862745
6,49,42,2245.44327941176
6,49,43,2244.71714705882
6,49,44,2286.18737254902
6,49,45,2358.0744754902
6,49,46,2363.35910539216
6,49,47,2300.54865686275
6,49,48,2249.07394117647
6,49,49,2214.42129166667
6,49,50,2215.30878676471
6,49,51,2163.75338970588
6,49,52,2075.24592401961
6,49,53,2040.82523345588
6,49,54,2066.86514644608
6,49,55,2133.76008946078
6,49,56,2164.92326960784
6,49,57,2157.42998713235
6,49,58,2122.19239767157
6,49,59,2114.34613419118
6,49,60,2086.02697242647
6,49,61,2079.3001629902
6,49,62,2059.22058639706
6,49,63,2037.41644546569
6,49,64,2036.04486213235
6,49,65,1938.92465992647
6,49,66,1839.58571997549
6,49,67,1673.41234803922
6,49,68,1570.88649387255
6,49,69,1534.9631127451
6,49,70,1494.70310784314
6,49,71,1423.93545894608
6,49,72,1302.9940814951
6,49,73,1204.37118872549
6,49,74,1155.25640318627
6,49,75,1130.82003247549
6,49,76,1080.35383394608
6,49,77,1068.4533314951
6,49,78,1045.44905514706
6,49,79,1056.58308455882
6,49,80,1003.8073817402
6,49,81,917.437972426471
6,49,82,806.672533088235
6,49,83,724.317022058823
6,49,84,673.023839460784
6,49,85,636.071770833333
6,49,86,562.268485294118
6,49,87,482.071200980392
6,49,88,405.59534497549
6,49,89,333.052705882353
6,49,90,249.779444240196
6,49,91,179.344606004902
6,49,92,128.061508578431
6,49,93,105.006806372549
6,49,94,84.6851856617647
6,49,95,69.7187910539216
6,49,96,53.5623462009804
6,49,97,35.923381127451
6,49,98,24.012793504902
6,49,99,10.7911335784314
6,56,0,13227.0881492977
6,56,1,12961.1858055788
6,56,2,12595.0556285066
6,56,3,12552.6484413672
6,56,4,12507.6588945923
6,56,5,12735.1889881023
6,56,6,12878.9537909355
6,56,7,12933.2236926505
6,56,8,12945.6512983964
6,56,9,12877.9047073336
6,56,10,12830.8976920934
6,56,11,12654.8130444471
6,56,12,12429.0986725558
6,56,13,12609.1779077633
6,56,14,12941.1321690343
6,56,15,13207.7204520314
6,56,16,13363.6304150253
6,56,17,14099.6836098842
6,56,18,15323.1168365763
6,56,19,16549.7376634436
6,56,20,16831.2148637141
6,56,21,16647.0199928375
6,56,22,16348.999551152
6,56,23,16341.7770140464
6,56,24,16276.9759269428
6,56,25,15776.0788563925
6,56,26,15109.9511185389
6,56,27,14664.8168763678
6,56,28,14576.4921069595
6,56,29,14598.1597182762
6,56,30,14438.0130715053
6,56,31,14214.5179149258
6,56,32,13879.6988484342
6,56,33,13417.2143774621
6,56,34,13054.1104030878
6,56,35,12566.9321181012
6,56,36,12167.0698682902
6,56,37,11776.6090215272
6,56,38,11441.9110031435
6,56,39,11227.9786470893
6,56,40,10909.0572321038
6,56,41,10722.1589534837
6,56,42,10462.3090151606
6,56,43,10356.876113167
6,56,44,10382.2962158291
6,56,45,10462.1476176833
6,56,46,10672.2064342843
6,56,47,10793.1738434603
6,56,48,10821.1763057578
6,56,49,10656.7929752099
6,56,50,10258.0605077394
6,56,51,9858.72279972942
6,56,52,9578.53677927659
6,56,53,9582.88442381919
6,56,54,9582.76337571127
6,56,55,9513.25149974136
6,56,56,9307.39910489038
6,56,57,9156.49246369026
6,56,58,8944.9911571366
6,56,59,8889.58138573873
6,56,60,8739.99618638335
6,56,61,8655.53486908599
6,56,62,8502.59058473598
6,56,63,8315.92431498946
6,56,64,8125.55599060921
6,56,65,7666.68278818989
6,56,66,7292.41212586049
6,56,67,6851.04046237714
6,56,68,6675.94437427878
6,56,69,6549.59032430067
6,56,70,6329.26259321157
6,56,71,6016.4238456488
6,56,72,5588.5793082249
6,56,73,5336.66810831244
6,56,74,5257.69430524054
6,56,75,5159.16114539811
6,56,76,4977.84116708448
6,56,77,4736.17870697545
6,56,78,4513.50062512435
6,56,79,4338.38436234133
6,56,80,4130.32283952091
6,56,81,3887.53059707135
6,56,82,3547.46611257013
6,56,83,3252.53239763639
6,56,84,2939.06823484939
6,56,85,2637.03303091799
6,56,86,2324.74908718316
6,56,87,2009.41876606582
6,56,88,1682.11476960726
6,56,89,1388.38144841033
6,56,90,1103.05088337114
6,56,91,900.093555767777
6,56,92,705.387674187259
6,56,93,561.219377661056
6,56,94,428.752398233258
6,56,95,326.537358441765
6,56,96,240.159446102423
6,56,97,162.527259559906
6,56,98,102.467223349648
6,56,99,46.0588050614779
6,63,0,1936.44224265796
6,63,1,1923.73672272551
6,63,2,1893.24347488762
6,63,3,1875.57675193392
6,63,4,1870.13152910572
6,63,5,1924.90643725897
6,63,6,1982.34345435046
6,63,7,2023.04145311823
6,63,8,1980.85105994569
6,63,9,1995.49265910595
6,63,10,2021.50872372955
6,63,11,2081.00282500057
6,63,12,2096.08810898387
6,63,13,2111.6170777902
6,63,14,2110.04401341761
6,63,15,2062.61007233644
6,63,16,2006.5847796819
6,63,17,2036.19065787372
6,63,18,2074.14587773544
6,63,19,2089.71518152568
6,63,20,2021.46838874564
6,63,21,2007.27047440842
6,63,22,2009.00487871666
6,63,23,2005.37473016453
6,63,24,1913.08828697259
6,63,25,1819.51112429546
6,63,26,1767.31765511261
6,63,27,1763.00181183397
6,63,28,1802.20741619697
6,63,29,1834.67707824658
6,63,30,1884.12776852338
6,63,31,1884.12776852338
6,63,32,1874.48770736828
6,63,33,1840.72732583347
6,63,34,1813.8642265477
6,63,35,1795.35046893184
6,63,36,1754.97515003537
6,63,37,1739.16383634165
6,63,38,1698.94985738083
6,63,39,1676.24126143806
6,63,40,1640.14145083632
6,63,41,1566.89312005111
6,63,42,1525.14641170162
6,63,43,1506.18896926272
6,63,44,1570.24092371586
6,63,45,1618.27988955571
6,63,46,1655.34773977135
6,63,47,1623.24109257696
6,63,48,1594.11923419209
6,63,49,1551.36415124478
6,63,50,1526.71947607421
6,63,51,1500.05805170801
6,63,52,1477.59146566871
6,63,53,1469.39338018849
6,63,54,1458.72477694361
6,63,55,1468.57659676426
6,63,56,1459.74323528741
6,63,57,1437.31698423202
6,63,58,1401.62052346941
6,63,59,1400.77348880725
6,63,60,1365.64171781941
6,63,61,1315.05156424708
6,63,62,1288.77332222805
6,63,63,1233.46397553796
6,63,64,1180.47389042284
6,63,65,1121.16129657942
6,63,66,1130.27700294366
6,63,67,1106.69112110079
6,63,68,1064.52089542021
6,63,69,1016.50209707231
6,63,70,999.45048262328
6,63,71,963.975864272186
6,63,72,916.380583255368
6,63,73,867.575252721174
6,63,74,841.115503274536
6,63,75,820.312735321635
6,63,76,787.399388448988
6,63,77,755.302825000571
6,63,78,734.126958446478
6,63,79,719.223181890788
6,63,80,683.546888620131
6,63,81,618.395805855373
6,63,82,551.520402528353
6,63,83,504.620899984027
6,63,84,451.671149852817
6,63,85,405.578346986742
6,63,86,342.807028272825
6,63,87,290.109371791069
6,63,88,243.300622960546
6,63,89,196.663297811651
6,63,90,157.790457065924
6,63,91,111.112796933117
6,63,92,80.3775391917486
6,63,93,60.8150719941583
6,63,94,49.8338726239646
6,63,95,41.5853684138466
6,63,96,31.9553910047235
6,63,97,22.1842411519065
6,63,98,15.1357027131871
6,63,99,7.09895716861009
6,70,0,1557.78801745978
6,70,1,1532.14624462013
6,70,2,1522.52554806019
6,70,3,1522.08275449467
6,70,4,1597.80045419859
6,70,5,1670.45885290437
6,70,6,1725.84830255487
6,70,7,1729.63217484204
6,70,8,1726.29109612039
6,70,9,1704.23192576539
6,70,10,1699.76373614969
6,70,11,1689.65999206373
6,70,12,1663.09237813254
6,70,13,1651.61999938952
6,70,14,1621.75156069717
6,70,15,1633.14343151918
6,70,16,1605.08642104942
6,70,17,1597.31740667257
6,70,18,1613.94229235982
6,70,19,1621.91257653918
6,70,20,1565.67779371814
6,70,21,1501.23120295473
6,70,22,1398.18106407008
6,70,23,1394.51795366442
6,70,24,1366.09865755014
6,70,25,1376.96722688563
6,70,26,1330.19212478252
6,70,27,1362.31478526297
6,70,28,1442.05788101706
6,70,29,1570.66928482037
6,70,30,1586.04629773206
6,70,31,1538.1038307744
6,70,32,1480.29914349379
6,70,33,1431.7528671286
6,70,34,1400.99884130521
6,70,35,1338.6052025274
6,70,36,1319.16253960502
6,70,37,1300.9274954977
6,70,38,1314.65409602881
6,70,39,1282.61194346937
6,70,40,1254.07188547358
6,70,41,1207.45779921248
6,70,42,1178.79697933518
6,70,43,1139.10657428039
6,70,44,1107.54746924697
6,70,45,1075.14303104301
6,70,46,1080.37604590824
6,70,47,1087.78277464058
6,70,48,1117.61095937242
6,70,49,1102.55597814475
6,70,50,1062.90582705046
6,70,51,1017.57986752541
6,70,52,1023.8997393242
6,70,53,1053.15430511889
6,70,54,1080.40623637862
6,70,55,1054.12040017093
6,70,56,995.550887640792
6,70,57,957.37000610482
6,70,58,953.616324288025
6,70,59,971.760796984219
6,70,60,934.364867678032
6,70,61,885.878972253594
6,70,62,834.947648728671
6,70,63,816.159112664449
6,70,64,817.869905985776
6,70,65,794.985529440493
6,70,66,771.346391135802
6,70,67,708.228181068954
6,70,68,679.023932724886
6,70,69,641.768892280455
6,70,70,620.182705961357
6,70,71,599.029249717652
6,70,72,591.511822593938
6,70,73,565.507764109765
6,70,74,537.02808705473
6,70,75,489.035302646439
6,70,76,461.099054058179
6,70,77,459.649911480114
6,70,78,476.123844815482
6,70,79,471.705972650407
6,70,80,444.343342999298
6,70,81,393.713924178139
6,70,82,356.408566283081
6,70,83,323.71228686548
6,70,84,296.047752510607
6,70,85,262.455822471842
6,70,86,218.689703916242
6,70,87,191.105677482372
6,70,88,171.501998717988
6,70,89,155.953906474161
6,70,90,117.289977412167
6,70,91,83.8791901956595
6,70,92,56.1844653704099
6,70,93,41.381071395867
6,70,94,30.8244702542657
6,70,95,23.0856463477916
6,70,96,17.6312346997955
6,70,97,19.372218491499
6,70,98,14.0687591953848
6,70,99,7.76901437685052
6,77,0,1401.56601019143
6,77,1,1385.00827434238
6,77,2,1362.36728274342
6,77,3,1355.03514667401
6,77,4,1385.29027957582
6,77,5,1425.33502272414
6,77,6,1433.67432034155
6,77,7,1423.64299132351
6,77,8,1436.33322682826
6,77,9,1503.32961300096
6,77,10,1533.26245420741
6,77,11,1513.19979617133
6,77,12,1452.044946977
6,77,13,1464.65460955791
6,77,14,1492.93570582564
6,77,15,1521.65995317449
6,77,16,1498.45495110866
6,77,17,1459.98137997521
6,77,18,1428.23564798237
6,77,19,1419.13090758849
6,77,20,1384.88741495662
6,77,21,1318.01188816967
6,77,22,1238.64755818758
6,77,23,1234.78005784327
6,77,24,1219.87406693293
6,77,25,1173.26263049167
6,77,26,1146.14984161961
