"PROV","DEPRE","EDAD","N"
6,238,60,813.95256305007
6,238,61,812.32004252644
6,238,62,786.038477553435
6,238,63,754.123709045189
6,238,64,732.65908734561
6,238,65,690.344558464611
6,238,66,696.703326677021
6,238,67,681.607550477036
6,238,68,674.452676577176
6,238,69,641.661184084017
6,238,70,629.004111382294
6,238,71,610.371207381111
6,238,72,571.583729014126
6,238,73,521.328297833001
6,238,74,499.29934805118
6,238,75,472.604614303676
6,238,76,450.21288218327
6,238,77,432.446624879817
6,238,78,418.761668885437
6,238,79,401.317884771836
6,238,80,379.006770948894
6,238,81,336.64185563198
6,238,82,305.523192811183
6,238,83,271.703817025368
6,238,84,245.946270985874
6,238,85,214.404362103395
6,238,86,199.500054359885
6,238,87,182.60044375416
6,238,88,150.867066415206
6,238,89,117.309700096147
6,238,90,90.8568212410325
6,238,91,77.4540292877746
6,238,92,61.582301974706
6,238,93,49.1872387397382
6,238,94,38.3138458693884
6,238,95,28.9419687892907
6,238,96,18.2902762369647
6,238,97,14.309747799719
6,238,98,10.752465424155
6,238,99,6.26807262776422
6,245,0,3167.9707514675
6,245,1,3059.22065892224
6,245,2,2988.09004283523
6,245,3,2925.65943415184
6,245,4,2956.39140474889
6,245,5,2983.94142819369
6,245,6,2998.44144053306
6,245,7,2940.44139117559
6,245,8,2908.33997496871
6,245,9,2918.48998360627
6,245,10,2940.28027992737
6,245,11,2865.44410513141
6,245,12,2770.18707962418
6,245,13,2814.17045038693
6,245,14,2892.91357295211
6,245,15,2921.75248638263
6,245,16,2832.81907736784
6,245,17,2830.88574238925
6,245,18,2849.33298030989
6,245,19,2961.14418657124
6,245,20,2910.8774771281
6,245,21,2850.9843706041
6,245,22,2741.71066650214
6,245,23,2702.92313349433
6,245,24,2637.59252234307
6,245,25,2587.32581289993
6,245,26,2594.09248532497
6,245,27,2683.46895027235
6,245,28,2738.73010841016
6,245,29,2793.34682155511
6,245,30,2748.6384501754
6,245,31,2708.03841562517
6,245,32,2618.50083942957
6,245,33,2530.17159759559
6,245,34,2437.73401893212
6,245,35,2291.88806148531
6,245,36,2204.64632057678
6,245,37,2159.85739357295
6,245,38,2144.79349186483
6,245,39,2125.13791958258
6,245,40,2052.2350797652
6,245,41,1975.70723686298
6,245,42,1891.40577623438
6,245,43,1832.39878157556
6,245,44,1818.70432547727
6,245,45,1844.80434768813
6,245,46,1881.29604540887
6,245,47,1904.05300921927
6,245,48,1902.96550829382
6,245,49,1918.51274374658
6,245,50,1913.11551693138
6,245,51,1893.70161152144
6,245,52,1857.93491441767
6,245,53,1862.05332070017
6,245,54,1843.07240176982
6,245,55,1802.65361737383
6,245,56,1708.38339826191
6,245,57,1643.17362054681
6,245,58,1585.48572423276
6,245,59,1597.4985816778
6,245,60,1552.8808353752
6,245,61,1485.04293042359
6,245,62,1343.3254487123
6,245,63,1282.40525798093
6,245,64,1274.79275150276
6,245,65,1277.92435138994
6,245,66,1219.95451039151
6,245,67,1111.72802940295
6,245,68,1017.33697685487
6,245,69,990.109175906503
6,245,70,967.221309206931
6,245,71,931.504959368224
6,245,72,876.646579350949
6,245,73,850.063223395441
6,245,74,847.223637645649
6,245,75,809.422911033158
6,245,76,743.911049727652
6,245,77,707.137407322533
6,245,78,683.866901408451
6,245,79,673.918281831162
6,245,80,607.339058506231
6,245,81,564.946661319607
6,245,82,493.423336565072
6,245,83,443.97225281602
6,245,84,368.884341694724
6,245,85,323.390552979957
6,245,86,279.256140422006
6,245,87,243.972777062878
6,245,88,209.414414320718
6,245,89,178.964388408045
6,245,90,145.362623702163
6,245,91,111.096275097393
6,245,92,85.5702117082973
6,245,93,66.0254034091911
6,245,94,42.8656614782563
6,245,95,24.8312711311675
6,245,96,15.5875132648205
6,245,97,12.0732741631264
6,245,98,7.80382608542368
6,245,99,3.21215551129052
6,252,0,12438.9973101644
6,252,1,12496.3938046709
6,252,2,12512.2342697981
6,252,3,12477.7721891779
6,252,4,12457.9816844007
6,252,5,12354.2729903239
6,252,6,12252.1362508017
6,252,7,12099.1326741535
6,252,8,12053.8684442863
6,252,9,12164.6710871224
6,252,10,12289.9437731662
6,252,11,12366.2440288551
6,252,12,12287.4850750167
6,252,13,12474.6282800687
6,252,14,12559.3525999092
6,252,15,12454.2734839129
6,252,16,12001.1475069165
6,252,17,11784.8223762868
6,252,18,11804.8144136992
6,252,19,11902.4368221928
6,252,20,11747.6597583548
6,252,21,11475.0264094486
6,252,22,11142.8200135756
6,252,23,10851.9681144467
6,252,24,10483.1633920204
6,252,25,10111.0535343766
6,252,26,9907.86833156227
6,252,27,10001.0973286084
6,252,28,10227.055719201
6,252,29,10547.8553679214
6,252,30,10574.0949170252
6,252,31,10379.8577632139
6,252,32,10078.6873931626
6,252,33,9808.67396851403
6,252,34,9705.32803318057
6,252,35,9448.5351494015
6,252,36,9323.02062419541
6,252,37,9143.25351359196
6,252,38,9141.39941334806
6,252,39,9139.14224783376
6,252,40,8932.61160327499
6,252,41,8583.43615951765
6,252,42,7973.15503358784
6,252,43,7593.14509664403
6,252,44,7349.25030151812
6,252,45,7253.28046063318
6,252,46,7154.56977590945
6,252,47,6914.86685959582
6,252,48,6768.1511011661
6,252,49,6677.70325448579
6,252,50,6535.74366624692
6,252,51,6402.49028784893
6,252,52,6206.8827121183
6,252,53,6115.04429025508
6,252,54,5923.54798028265
6,252,55,5642.80294280939
6,252,56,5448.27356667712
6,252,57,5280.65887397657
6,252,58,5208.15750846133
6,252,59,5132.12932182999
6,252,60,4929.54871692125
6,252,61,4669.89406972226
6,252,62,4324.15475739518
6,252,63,4095.88881812947
6,252,64,3888.34043376291
6,252,65,3644.6774011675
6,252,66,3424.72468310403
6,252,67,3175.20712745589
6,252,68,2983.08606631433
6,252,69,2815.08846160688
6,252,70,2571.63703827843
6,252,71,2293.28016253236
6,252,72,1995.74745654647
6,252,73,1863.63273753739
6,252,74,1833.59429825999
6,252,75,1763.47101784017
6,252,76,1609.9938394993
6,252,77,1485.82958294908
6,252,78,1387.50181023224
6,252,79,1319.75661490785
6,252,80,1205.55814716856
6,252,81,1061.17009067545
6,252,82,936.360929692583
6,252,83,819.31077516513
6,252,84,738.778334136945
6,252,85,641.679910494853
6,252,86,557.398962451842
6,252,87,450.455669579953
6,252,88,378.347292703364
6,252,89,325.706968387643
6,252,90,262.455950828344
6,252,91,197.562442292118
6,252,92,141.637136022545
6,252,93,111.205708106489
6,252,94,84.4119442558948
6,252,95,54.7463403536202
6,252,96,32.557597217476
6,252,97,23.0654100992889
6,252,98,14.5506562618494
6,252,99,7.30555802620554
6,260,0,17432.2756674497
6,260,1,17390.4998341967
6,260,2,17150.8384750082
6,260,3,16894.5067593925
6,260,4,16573.45248489
6,260,5,16435.4922929701
6,260,6,16411.0664230011
6,260,7,16334.7105938018
6,260,8,16288.8970962822
6,260,9,16498.0161237909
6,260,10,16519.4437282155
6,260,11,16496.5369794557
6,260,12,16398.4337308404
6,260,13,16780.252853711
6,260,14,16988.8122049847
6,260,15,16976.699212185
6,260,16,16586.0052233028
6,260,17,16545.6685575112
6,260,18,16774.0164613785
6,260,19,16964.9060343768
6,260,20,16780.4927149545
6,260,21,16436.8515066836
6,260,22,16103.924100625
6,260,23,15785.9080685409
6,260,24,15304.7064370894
6,260,25,14854.2070448134
6,260,26,14566.8132981569
6,260,27,14811.4717665861
6,260,28,14984.7715150569
6,260,29,15268.7672274296
6,260,30,14989.3288786845
6,260,31,14633.0549782529
6,260,32,14265.5875531219
6,260,33,13866.8182357065
6,260,34,13655.3405726361
6,260,35,13190.2895982509
6,260,36,12951.1079615496
6,260,37,12682.9830681256
6,260,38,12594.9140148658
6,260,39,12377.5597513283
6,260,40,11893.9195305673
6,260,41,11328.4066720052
6,260,42,10685.1387936563
6,260,43,10248.4314228848
6,260,44,9918.66218986639
6,260,45,9814.12266454899
6,260,46,9820.91873311647
6,260,47,9759.79409288308
6,260,48,9530.36681341977
6,260,49,9375.17658883768
6,260,50,9072.39174571952
6,260,51,8836.76805079762
6,260,52,8553.77176027299
6,260,53,8479.48473429936
6,260,54,8360.94330888925
6,260,55,8094.76728806914
6,260,56,7807.2735992278
6,260,57,7582.53360823235
6,260,58,7391.07436478058
6,260,59,7266.24657594556
6,260,60,6879.12052306128
6,260,61,6532.51103190136
6,260,62,6100.98066630338
6,260,63,5867.53571101047
6,260,64,5657.19738884699
6,260,65,5292.23851255487
6,260,66,4939.63249030599
6,260,67,4484.56574018388
6,260,68,4192.51468771494
6,260,69,3968.04454061849
6,260,70,3662.04155914925
6,260,71,3353.12026588339
6,260,72,2999.74468881143
6,260,73,2816.82050794294
6,260,74,2736.11719370413
6,260,75,2581.27676676889
6,260,76,2435.42114224861
6,260,77,2302.27816363691
6,260,78,2212.86988510063
6,260,79,2101.57426808967
6,260,80,1892.26535042979
6,260,81,1692.29103283171
6,260,82,1498.07338507903
6,260,83,1370.27731335498
6,260,84,1214.41747613462
6,260,85,1045.93494097203
6,260,86,887.136803518087
6,260,87,753.833917410677
6,260,88,616.01364454959
6,260,89,500.810288112334
6,260,90,373.044199043724
6,260,91,286.434301682289
6,260,92,198.2253293638
6,260,93,151.492363743899
6,260,94,108.877016138411
6,260,95,81.0431176671906
6,260,96,58.0664093780216
6,260,97,43.8346422602414
6,260,98,28.6334359497473
6,260,99,13.3422816729189
6,266,0,1653.8327502097
6,266,1,1619.8985136722
6,266,2,1596.1525703741
6,266,3,1565.26679953028
6,266,4,1560.81443516189
6,266,5,1557.56541251468
6,266,6,1621.22218956551
6,266,7,1648.29737829223
6,266,8,1679.14303774535
6,266,9,1645.4895809428
6,266,10,1628.04112598557
6,266,11,1596.91468679752
6,266,12,1592.341988257
6,266,13,1637.10630028519
6,266,14,1659.56867908069
6,266,15,1653.55197047475
6,266,16,1582.59492031538
6,266,17,1551.22781278309
6,266,18,1557.12418721691
6,266,19,1553.47405066264
6,266,20,1507.82728803892
6,266,21,1470.28302633786
6,266,22,1433.09976715316
6,266,23,1441.44293642006
6,266,24,1395.59561684281
6,266,25,1362.1828283845
6,266,26,1333.26251568529
6,266,27,1333.66362959235
6,266,28,1341.36501660795
6,266,29,1334.82685992283
6,266,30,1366.07363328301
6,266,31,1409.99560610636
6,266,32,1404.70090253313
6,266,33,1383.24130850528
6,266,34,1358.45246904882
6,266,35,1340.24189766818
6,266,36,1302.21629927864
6,266,37,1266.79794128502
6,266,38,1246.10046368059
6,266,39,1224.44031269921
6,266,40,1198.60857708438
6,266,41,1179.67600067103
6,266,42,1121.47437275625
6,266,43,1061.94906894816
6,266,44,1026.53071095454
6,266,45,1024.08391612146
6,266,46,1027.13238181513
6,266,47,1020.43377956719
6,266,48,982.448292568361
6,266,49,955.934663311525
6,266,50,898.294594866633
6,266,51,877.557005871498
6,266,52,832.712471061902
6,266,53,817.971534977353
6,266,54,800.513052172454
6,266,55,802.388259687972
6,266,56,791.788824693843
6,266,57,792.881860090589
6,266,58,781.038971984566
6,266,59,794.606649890958
6,266,60,760.963220936085
6,266,61,729.064637476933
6,266,62,689.605056869653
6,266,63,676.759383995974
6,266,64,663.342123804731
6,266,65,620.442991444389
6,266,66,566.38286462003
6,266,67,531.776762288207
6,266,68,506.646976010736
6,266,69,492.287098137896
6,266,70,459.847010904211
6,266,71,420.67823787955
6,266,72,381.990801543365
6,266,73,368.292761617178
6,266,74,365.073822513001
6,266,75,347.835952356987
6,266,76,296.052146955209
6,266,77,265.86832544875
6,266,78,255.088389196444
6,266,79,267.53294816306
6,266,80,258.728497903036
6,266,81,244.639371917464
6,266,82,208.378674719007
6,266,83,189.476181848683
6,266,84,159.442778057373
6,266,85,135.556444891797
6,266,86,115.119691326959
6,266,87,97.731403455796
6,266,88,87.1620520046972
6,266,89,65.2812883744338
6,266,90,56.0957799027009
6,266,91,38.9381325280993
6,266,92,30.6651581949337
6,266,93,24.6584774366717
6,266,94,23.3047180003355
6,266,95,19.0428827377957
6,266,96,13.4774272773025
6,266,97,9.09525784264385
6,266,98,6.78885287703405
6,266,99,3.4596074484147
6,270,0,10072.6063649357
6,270,1,10021.6620815773
6,270,2,9862.64570454795
6,270,3,9701.83411001576
6,270,4,9692.65855389013
6,270,5,9754.85286693297
6,270,6,9736.50175468172
6,270,7,9601.54129219042
6,270,8,9600.90299263386
6,270,9,9838.39032139847
6,270,10,9914.46764979661
6,270,11,9840.82383845787
6,270,12,9647.21960420713
6,270,13,9743.72251841536
6,270,14,9763.19065489061
6,270,15,9673.78882324917
6,270,16,9352.04595301792
6,270,17,9204.79822406274
6,270,18,9210.3434514604
6,270,19,9211.30090079525
6,270,20,9068.36169384689
6,270,21,8924.82408106424
6,270,22,8846.07387327299
6,270,23,8867.05797119508
6,270,24,8668.46702165867
6,270,25,8415.02220397992
6,270,26,8269.769161139
6,270,27,8431.49831128376
6,270,28,8641.89780261663
6,270,29,8782.00455528274
6,270,30,8636.71161871954
6,270,31,8470.19522190054
6,270,32,8198.15992963682
6,270,33,7928.3187920988
6,270,34,7657.63988639279
6,270,35,7326.04326675706
6,270,36,7100.76341701177
6,270,37,6885.65646644923
6,270,38,6771.4407395463
6,270,39,6597.54400410452
6,270,40,6256.89150951002
6,270,41,5838.12710668084
6,270,42,5400.1738234324
6,270,43,5185.66527870414
6,270,44,5100.25281929124
6,270,45,5117.28743870708
6,270,46,5077.95222853373
6,270,47,4975.10621248213
6,270,48,4864.12187708433
6,270,49,4738.73590794151
6,270,50,4591.04934804119
6,270,51,4418.30953054568
6,270,52,4252.51122072782
6,270,53,4134.96436801407
6,270,54,4049.95084582402
6,270,55,3952.24114651666
6,270,56,3818.04863817935
6,270,57,3668.4272327482
6,270,58,3508.82242331513
6,270,59,3430.38139187159
6,270,60,3225.90611829809
6,270,61,3049.98477645032
6,270,62,2796.18091527101
6,270,63,2624.47833455492
6,270,64,2482.71599241397
6,270,65,2307.46287041448
6,270,66,2147.85806098142
6,270,67,1938.91469051197
6,270,68,1806.06859530179
6,270,69,1730.58967273793
6,270,70,1610.92845274306
6,270,71,1516.64961355224
6,270,72,1384.33211016235
6,270,73,1298.01206856745
6,270,74,1233.36429160406
6,270,75,1118.60999945029
6,270,76,1031.94088778539
6,270,77,977.43608971305
6,270,78,948.094256972185
6,270,79,926.940610730384
6,270,80,832.362568622421
6,270,81,729.895542932532
6,270,82,615.570108293326
6,270,83,518.369053945102
6,270,84,470.745922966981
6,270,85,424.000453879137
6,270,86,375.379979843882
6,270,87,307.161714735955
6,270,88,240.160208157731
6,270,89,199.348930259831
6,270,90,156.642700553377
6,270,91,130.741701359622
6,270,92,97.7894867519332
6,270,93,82.6996862975043
6,270,94,63.7601416425404
6,270,95,48.9595706746803
6,270,96,32.5233570931213
6,270,97,18.2613513761132
6,270,98,9.75401509876498
6,270,99,3.72008960310771
6,274,0,27004.7455538785
6,274,1,26550.845898804
6,274,2,25818.7483883992
6,274,3,25430.9622953721
6,274,4,25186.2619781458
6,274,5,25346.8177618573
6,274,6,25451.6378093215
6,274,7,25397.8654455229
6,274,8,25390.2924375066
6,274,9,25892.7555090668
6,274,10,26265.7161366651
6,274,11,26349.620257227
6,274,12,25770.1849719135
6,274,13,26116.4998305654
6,274,14,26377.7485727163
6,274,15,26524.560749287
6,274,16,25894.4383997371
6,274,17,25707.5573976831
6,274,18,25726.3496768348
6,274,19,25483.6127320571
6,274,20,24640.3642997617
6,274,21,23691.6947876199
6,274,22,22864.4338166923
6,274,23,22448.439270525
6,274,24,21906.027579958
6,274,25,21283.9189955048
6,274,26,20635.9660186148
6,274,27,20873.694360207
6,274,28,21184.7887212591
6,274,29,21561.6760937548
6,274,30,21100.7643942207
6,274,31,20624.2659215737
6,274,32,19997.7096974918
6,274,33,19230.9927218695
6,274,34,18727.928617927
6,274,35,18080.2561228155
6,274,36,17726.9692885295
6,274,37,17467.082886445
6,274,38,17361.0207053908
6,274,39,17145.9713190221
6,274,40,16362.6257808242
6,274,41,15319.994872924
6,274,42,14223.7919453528
6,274,43,13719.6459831223
6,274,44,13455.1917349327
6,274,45,13333.0218860342
6,274,46,12995.2416872102
6,274,47,12541.0615503574
6,274,48,12102.7486683959
6,274,49,11752.1865142428
6,274,50,11435.562655274
6,274,51,11122.8254723771
6,274,52,10765.9324437976
6,274,53,10597.2827573385
6,274,54,10399.122380911
6,274,55,10193.599357801
6,274,56,9915.78215631272
6,274,57,9626.7657181019
6,274,58,9382.39596868581
6,274,59,9177.35377148156
6,274,60,8730.4861952794
6,274,61,8224.91778974425
6,274,62,7755.82203260525
6,274,63,7392.19744134459
6,274,64,7149.49054818605
6,274,65,6670.03699965963
6,274,66,6276.66130547764
6,274,67,5757.93029077124
6,274,68,5396.97027640521
6,274,69,5159.14176274926
6,274,70,4788.71548836281
6,274,71,4441.5491671694
6,274,72,3998.63838748371
6,274,73,3727.00180232626
6,274,74,3553.8143213812
6,274,75,3298.89645365665
6,274,76,3022.03088677363
6,274,77,2763.24637738994
6,274,78,2552.68469947536
6,274,79,2336.57348923135
6,274,80,2000.2658197439
6,274,81,1708.41451213014
6,274,82,1447.12570115374
6,274,83,1278.20555012265
6,274,84,1101.55211577329
6,274,85,957.695015081983
6,274,86,813.327036865765
6,274,87,693.080491590474
6,274,88,568.236048590979
6,274,89,467.102333071208
6,274,90,359.767966807901
6,274,91,277.696995011796
6,274,92,203.689874344198
6,274,93,162.258708794498
6,274,94,126.8679186864
6,274,95,94.4021528385817
6,274,96,67.6461946221289
6,274,97,46.8604914026831
6,274,98,34.1887253435993
6,274,99,16.9491131794228
6,277,0,469.0281925809
6,277,1,466.570860299921
6,277,2,457.587498026835
6,277,3,452.833970007893
6,277,4,464.19409629045
6,277,5,471.082683504341
6,277,6,473.54001578532
6,277,7,463.186992896606
6,277,8,444.85771112865
6,277,9,433.296164167324
6,277,10,443.004640883978
6,277,11,454.002209944751
6,277,12,459.883693764799
6,277,13,480.670307813733
6,277,14,502.907150749803
6,277,15,536.302699289661
6,277,16,517.691428571429
6,277,17,512.857332280979
6,277,18,463.630118389897
6,277,19,441.554411996843
6,277,20,403.203914759274
6,277,21,395.75134964483
6,277,22,364.732565114444
6,277,23,339.87725335438
6,277,24,305.837158642462
6,277,25,304.30636148382
6,277,26,337.863046566693
6,277,27,361.026424625099
6,277,28,378.912580899763
6,277,29,364.168587213891
6,277,30,364.04773480663
6,277,31,350.51226519337
6,277,32,329.161673243883
6,277,33,314.981657458564
6,277,34,321.668823993686
6,277,35,344.509928966062
6,277,36,354.742099447514
6,277,37,346.403283346488
6,277,38,342.13316495659
6,277,39,343.180552486188
6,277,40,341.367766377269
6,277,41,326.784909234412
6,277,42,313.934269928966
6,277,43,307.005398579321
6,277,44,307.488808208366
6,277,45,316.391602209945
6,277,46,321.870244672455
6,277,47,328.275422257301
6,277,48,323.119052880821
6,277,49,320.782573007103
6,277,50,314.055122336227
6,277,51,294.033906866614
6,277,52,278.323093922652
6,277,53,269.188666140489
6,277,54,271.807134964483
6,277,55,266.177426992897
6,277,56,272.653101815312
6,277,57,273.186866614049
6,277,58,274.294680347277
6,277,59,282.945698500395
6,277,60,274.697521704815
6,277,61,274.939226519337
6,277,62,246.236779794791
6,277,63,238.663362273086
6,277,64,224.281925808998
6,277,65,211.129155485399
6,277,66,192.870370955012
6,277,67,180.533354380426
6,277,68,179.908950276243
6,277,69,186.676685082873
6,277,70,169.908413575375
6,277,71,148.044198895028
6,277,72,127.871917916338
6,277,73,129.372501973165
6,277,74,141.145540647198
6,277,75,142.625982636148
6,277,76,140.138437253354
6,277,77,125.072170481452
6,277,78,116.96498816101
6,277,79,115.222699289661
6,277,80,116.290228887135
6,277,81,111.526629834254
6,277,82,98.7565588003157
6,277,83,93.580047355959
6,277,84,85.2412312549329
6,277,85,71.1317127071823
6,277,86,55.5216101026046
6,277,87,46.0749802683504
6,277,88,36.9405524861878
6,277,89,26.325682715075
6,277,90,21.5217995264404
6,277,91,20.8369692186267
6,277,92,17.5437411207577
6,277,93,12.0046724546172
6,277,94,10.8867876874507
6,277,95,9.26535122336227
6,277,96,6.74759273875296
6,277,97,2.70910812943962
6,277,98,0.775469613259668
6,277,99,0.0704972375690608
6,280,0,2020.08221245643
6,280,1,2015.53447188968
6,280,2,1930.69697529929
6,280,3,1882.68410365207
6,280,4,1867.79327170783
6,280,5,1965.83128958933
6,280,6,2080.57118654342
6,280,7,2145.80912865586
6,280,8,2134.94284588574
6,280,9,2117.83851189574
6,280,10,2068.29631156236
6,280,11,2062.1789968177
6,280,12,1971.02295802394
6,280,13,1960.23716623731
6,280,14,1983.05636005455
6,280,15,2024.83118048189
6,280,16,2010.26231247159
6,280,17,1955.89065312926
6,280,18,1939.10828307319
6,280,19,1916.0476163055
6,280,20,1835.15417790574
6,280,21,1734.74167601152
6,280,22,1656.90689498409
6,280,23,1652.35915441734
6,280,24,1658.71794211244
6,280,25,1580.80267010153
6,280,26,1521.15885134111
6,280,27,1485.01839975754
6,280,28,1571.3852250341
6,280,29,1678.15651462343
6,280,30,1715.86654038491
6,280,31,1694.73765722079
6,280,32,1633.48401879073
6,280,33,1624.83123806637
6,280,34,1647.16748598272
6,280,35,1619.55907864828
6,280,36,1592.27263524776
6,280,37,1565.46913774814
6,280,38,1590.46158811941
6,280,39,1626.5215487195
6,280,40,1571.18399757539
6,280,41,1478.69985755417
6,280,42,1354.7839884831
6,280,43,1332.72945900894
6,280,44,1320.85703894529
6,280,45,1352.77171389604
6,280,46,1367.46131838157
6,280,47,1363.19529625701
6,280,48,1367.86377329898
6,280,49,1340.53708440673
6,280,50,1335.02345203819
6,280,51,1262.78279436278
6,280,52,1204.82928625549
6,280,53,1170.15779512047
6,280,54,1202.98805500833
6,280,55,1222.17509319594
6,280,56,1204.71861115321
6,280,57,1167.43116305501
6,280,58,1151.78572814063
6,280,59,1224.53951583573
6,280,60,1232.11572965601
6,280,61,1212.3853773299
6,280,62,1098.90315199273
6,280,63,1058.50673965752
6,280,64,1039.87307698136
6,280,65,1017.63744279436
6,280,66,970.228253523261
6,280,67,894.254826488862
6,280,68,872.381401727534
6,280,69,837.327578420973
6,280,70,833.655177299591
6,280,71,793.4901765419
6,280,72,735.033599787847
6,280,73,665.871722230641
6,280,74,625.626230489468
6,280,75,605.29219578724
6,280,76,600.070343233823
6,280,77,602.625931959388
6,280,78,598.742242006365
6,280,79,597.947393544476
6,280,80,557.319569631762
6,280,81,508.713076981361
6,280,82,444.420903924837
6,280,83,387.282367025307
6,280,84,338.444462797394
6,280,85,297.796516138809
6,280,86,266.928223973329
6,280,87,242.40865813002
6,280,88,204.497404909835
6,280,89,163.527494317321
6,280,90,123.865562206395
6,280,91,95.5931042582209
6,280,92,73.2870404606759
6,280,93,53.6874859827247
6,280,94,35.033700560691
6,280,95,29.9627686013032
6,280,96,20.0221321412335
6,280,97,16.7018790725868
6,280,98,8.49179875738748
6,280,99,4.22577663282315
6,287,0,408.90548787062
6,287,1,395.743640610961
6,287,2,393.24046720575
6,287,3,417.020614555256
6,287,4,457.273257861635
6,287,5,491.752452830189
6,287,6,511.212607367475
6,287,7,515.532600179695
6,287,8,532.40883378257
6,287,9,536.203967654987
6,287,10,536.93069541779
6,287,11,527.88697214735
6,287,12,535.598361185984
6,287,13,542.946386343217
6,287,14,542.421527403414
6,287,15,537.334433063791
6,287,16,532.005096136568
6,287,17,519.973714285714
6,287,18,538.626393530997
6,287,19,562.729530997305
6,287,20,602.457315363881
6,287,21,638.268844564241
6,287,22,639.964542677448
6,287,23,639.318562443846
6,287,24,587.842012578616
6,287,25,576.375863432165
6,287,26,554.251040431267
6,287,27,565.071209344115
6,287,28,574.195680143756
6,287,29,612.308513926325
6,287,30,614.488697214735
6,287,31,599.065919137466
6,287,32,565.151956873315
6,287,33,558.328790655885
6,287,34,546.983762803234
6,287,35,508.830555256065
6,287,36,470.354357592093
6,287,37,458.807460916442
6,287,38,492.802170709793
6,287,39,496.879920934412
6,287,40,485.817509433962
6,287,41,446.291593890386
6,287,42,419.241171608266
6,287,43,413.30622821204
6,287,44,395.50139802336
6,287,45,377.736941599281
6,287,46,345.720546271339
6,287,47,329.328797843666
6,287,48,330.29776819407
6,287,49,331.105243486074
6,287,50,309.626400718778
6,287,51,299.129221922731
6,287,52,279.992057502246
6,287,53,292.01334591195
6,287,54,296.65632884097
6,287,55,297.847354896676
6,287,56,294.819322551662
6,287,57,301.612208445642
6,287,58,324.090301886792
6,287,59,332.60916621743
6,287,60,321.25404492363
6,287,61,296.020442048518
6,287,62,295.990161725067
6,287,63,296.52511410602
6,287,64,302.147160826595
6,287,65,281.415232704403
6,287,66,261.813769991015
6,287,67,237.579417789757
6,287,68,235.076244384546
6,287,69,230.534195867026
6,287,70,236.186522911051
6,287,71,217.251227313567
6,287,72,205.401527403414
6,287,73,189.181367475292
6,287,74,186.153335130279
6,287,75,172.507002695418
6,287,76,155.903292003594
6,287,77,136.917529200359
6,287,78,128.08576819407
6,287,79,119.657744833783
6,287,80,122.948206648697
6,287,81,117.881299191375
6,287,82,109.877200359389
6,287,83,93.253302785265
6,287,84,81.4540700808625
6,287,85,70.4017520215634
6,287,86,60.8634501347709
6,287,87,57.2499982030548
6,287,88,53.030939802336
6,287,89,45.4507654986523
6,287,90,33.5606918238994
6,287,91,24.5270619946092
6,287,92,19.5913692722372
6,287,93,12.7782964959569
6,287,94,9.55848876909254
6,287,95,7.58017430368374
6,287,96,11.0825983827493
6,287,97,11.9203539982031
6,287,98,8.70054627133872
6,287,99,3.83550763701707
6,294,0,574.630036905321
6,294,1,560.095728376837
6,294,2,528.079876534926
6,294,3,540.999261893578
6,294,4,585.207783667718
6,294,5,655.860672347849
6,294,6,677.096912031135
6,294,7,639.388456015567
6,294,8,605.232830973629
6,294,9,627.155413004093
6,294,10,657.67746091391
6,294,11,666.196180634772
6,294,12,636.643086626854
6,294,13,653.761272227068
6,294,14,667.084388378179
6,294,15,685.656004831242
6,294,16,680.003773736832
6,294,17,690.621893578474
6,294,18,684.687050929343
6,294,19,655.093583842179
6,294,20,601.639626920754
6,294,21,574.630036905321
6,294,22,582.018310407301
6,294,23,608.462677313293
6,294,24,618.071470173791
6,294,25,588.962480037576
6,294,26,556.785135878682
6,294,27,561.145428437227
6,294,28,581.210848822385
6,294,29,619.767139502114
6,294,30,619.646020264376
6,294,31,621.13982419647
6,294,32,603.98126551701
6,294,33,594.170607260283
6,294,34,565.828705629739
6,294,35,572.772875260015
6,294,36,572.449890626048
6,294,37,576.85055626384
6,294,38,547.822312286117
6,294,39,549.679473931423
6,294,40,559.732370663625
6,294,41,556.825508957928
6,294,42,526.061222572636
6,294,43,502.72558276857
6,294,44,505.228713681809
6,294,45,505.551698315775
6,294,46,522.346899282024
6,294,47,536.679342414279
6,294,48,538.132773267127
6,294,49,547.943431523854
6,294,50,543.623512044555
6,294,51,553.83790109374
6,294,52,535.629642353888
6,294,53,524.27471381601
6,294,54,510.517587063007
6,294,55,504.239573240287
6,294,56,501.908027913843
6,294,57,498.557062336442
6,294,58,511.85999194793
6,294,59,513.737340132859
6,294,60,502.977914513856
6,294,61,468.933315439844
6,294,62,430.508237267664
6,294,63,433.849109575253
6,294,64,438.673692545125
6,294,65,458.295009058579
6,294,66,455.034882909481
6,294,67,456.760832047239
6,294,68,450.442445145273
6,294,69,432.072694088439
6,294,70,411.936620814601
6,294,71,396.776529557807
6,294,72,372.209510836744
6,294,73,352.184463530833
6,294,74,355.505149298799
6,294,75,374.783294638663
6,294,76,362.358479500772
6,294,77,338.417243508018
6,294,78,313.163882439777
6,294,79,300.62804133396
6,294,80,281.390269073341
6,294,81,260.618319801382
6,294,82,238.392939676575
6,294,83,211.635681406428
6,294,84,185.897843387237
6,294,85,166.337086492653
6,294,86,159.524129369926
6,294,87,137.228096356438
6,294,88,110.420371737234
6,294,89,84.9954250821982
